28,9,0.61,0.59,0.58,1.0,0.0,0.84,0.44,0.42,0.8,0.0,0.08,0.05,0.33,0.44,1.0,0.7
29,2,1.0,0.84,0.31,1.0,0.0,0.88,0.08,0.7,0.15,0.53,0.15,0.35,0.0,0.17,0.0,0.0
30,9,0.32,0.59,0.53,1.0,1.0,0.95,0.79,0.46,0.48,0.0,0.93,0.19,0.58,0.55,0.0,0.63
31,6,0.4,0.99,0.51,0.66,0.79,0.26,0.39,0.0,0.0,0.27,0.08,0.77,0.46,1.0,1.0,0.94
32,8,0.0,0.98,0.36,1.0,0.8,0.85,0.68,0.42,0.56,0.0,0.25,0.23,0.5,0.37,1.0,0.32
33,1,0.27,0.76,0.01,0.42,0.16,0.0,0.7,0.03,1.0,0.4,0.92,0.84,0.44,1.0,0.0,0.73
34,10,0.0,0.0,0.31,0.15,0.63,0.3,0.88,0.52,1.0,0.79,0.82,1.0,0.56,0.82,0.79,0.64
35,4,0.3,0.86,0.67,1.0,0.77,0.77,0.53,0.5,0.78,0.4,1.0,0.17,0.56,0.0,0.0,0.05
36,6,0.29,0.91,0.14,0.57,0.66,0.39,0.3,0.0,0.0,0.19,0.03,0.72,0.39,0.97,1.0,1.0
37,5,0.77,0.97,0.4,1.0,0.0,0.59,0.09,0.29,0.84,0.33,1.0,0.64,0.77,0.44,0.48,0.0
38,10,0.64,0.93,0.0,0.67,0.97,0.67,0.89,1.0,0.14,0.7,1.0,0.68,0.96,0.36,0.28,0.0
39,3,0.09,0.93,0.53,1.0,0.89,0.8,0.57,0.52,0.17,0.3,0.0,0.05,0.5,0.02,1.0,0.0
40,8,0.0,0.93,0.62,1.0,1.0,0.78,0.69,0.43,0.5,0.05,0.35,0.0,0.15,0.35,0.86,0.37
41,6,0.3,0.87,0.16,0.55,0.68,0.41,0.52,0.0,0.0,0.16,0.15,0.63,0.41,1.0,1.0,0.98
42,7,0.6,1.0,0.2,0.76,0.0,0.39,0.1,0.01,0.69,0.0,1.0,0.33,0.56,0.4,0.15,0.1
43,4,0.0,0.83,0.29,1.0,0.88,0.95,0.64,0.69,0.73,0.43,1.0,0.13,0.5,0.01,0.1,0.0
44,4,0.05,0.9,0.46,0.98,0.89,1.0,1.0,0.81,0.77,0.59,0.62,0.34,0.37,0.14,0.0,0.0
45,7,1.0,0.99,0.67,1.0,0.24,0.68,0.0,0.32,0.27,0.0,0.99,0.08,0.77,0.4,0.09,0.55
46,4,0.47,0.86,0.73,1.0,0.89,0.75,0.68,0.49,1.0,0.28,0.82,0.04,0.38,0.0,0.0,0.13
47,3,0.29,0.72,0.45,1.0,0.78,0.78,0.6,0.41,0.25,0.12,0.0,0.04,0.5,0.06,1.0,0.0
48,6,0.01,0.88,0.0,0.54,0.59,0.31,0.36,0.0,0.11,0.28,0.04,0.68,0.28,0.97,1.0,1.0
49,5,0.63,1.0,0.4,0.73,0.7,0.63,1.0,0.77,0.79,0.74,0.55,0.48,0.29,0.23,0.0,0.0
50,4,0.11,0.92,0.56,1.0,0.83,0.82,0.52,0.59,0.87,0.39,1.0,0.14,0.55,0.0,0.0,0.0
51,2,0.51,0.76,0.68,0.91,1.0,1.0,0.83,0.8,0.59,0.6,0.34,0.4,0.1,0.2,0.0,0.0
52,1,0.56,0.99,0.18,0.72,0.0,0.24,0.36,0.0,0.85,0.23,1.0,0.69,0.58,1.0,0.19,0.74
53,2,0.0,0.75,0.47,0.87,1.0,1.0,0.91,0.8,0.72,0.6,0.53,0.4,0.35,0.2,0.19,0.0
54,5,0.17,1.0,0.0,0.74,0.06,0.36,0.77,0.37,1.0,0.63,0.73,0.95,0.71,0.47,0.75,0.0
55,6,0.41,0.96,0.17,0.76,0.5,0.37,0.31,0.0,0.0,0.34,0.01,0.86,0.49,0.98,1.0,1.0
56,4,0.2,0.82,0.62,1.0,1.0,0.81,0.68,0.54,0.82,0.5,0.89,0.19,0.42,0.0,0.0,0.13
57,3,0.12,0.78,0.4,1.0,0.74,0.77,0.52,0.41,0.13,0.14,0.0,0.17,0.5,0.08,1.0,0.0
58,1,0.18,0.73,0.0,0.73,0.1,0.24,0.54,0.0,1.0,0.22,0.95,0.71,0.52,1.0,0.05,0.84
59,7,0.97,1.0,0.41,0.9,0.04,0.58,0.0,0.22,0.52,0.0,1.0,0.22,0.49,0.38,0.08,0.13
60,9,0.57,0.63,1.0,1.0,0.0,0.91,0.36,0.53,0.95,0.16,0.02,0.0,0.05,0.36,0.91,0.67
61,6,0.3,0.81,0.87,1.0,1.0,0.98,0.37,0.86,0.46,0.54,0.99,0.32,0.59,0.02,0.0,0.0
62,1,0.12,0.61,0.0,0.2,0.44,0.0,0.92,0.23,1.0,0.64,0.7,1.0,0.15,0.92,0.0,0.52
63,4,0.0,0.84,0.5,1.0,0.72,0.79,0.37,0.52,0.51,0.41,1.0,0.27,0.62,0.03,0.03,0.0
64,8,0.0,1.0,0.61,1.0,1.0,0.93,0.63,0.64,0.36,0.33,0.14,0.0,0.09,0.29,0.47,0.42
65,9,1.0,0.79,0.67,1.0,0.26,0.76,0.41,0.38,0.47,0.0,0.0,0.08,0.38,0.38,0.96,0.58
66,6,0.37,0.91,0.84,1.0,1.0,0.96,0.52,0.87,0.32,0.57,0.74,0.38,0.41,0.01,0.0,0.0
67,7,1.0,1.0,0.58,0.83,0.31,0.55,0.17,0.24,0.43,0.0,0.8,0.19,0.5,0.43,0.0,0.39
68,9,0.94,0.79,0.4,1.0,0.13,0.65,0.59,0.3,0.67,0.0,0.0,0.17,0.45,0.52,1.0,0.83
69,9,0.0,0.82,0.75,0.56,1.0,0.12,0.22,0.0,0.22,0.41,0.92,0.73,0.84,1.0,0.02,0.8
70,10,0.8,1.0,0.36,1.0,0.58,0.8,0.65,0.82,0.82,0.47,1.0,0.14,0.53,0.0,0.0,0.07
71,1,0.35,0.76,0.0,0.42,0.11,0.0,0.65,0.05,1.0,0.41,0.97,0.85,0.49,1.0,0.09,0.69
72,5,0.34,1.0,0.21,0.76,0.0,0.35,0.43,0.3,0.91,0.29,1.0,0.41,0.74,0.46,0.67,0.0
73,2,0.0,0.75,0.31,0.72,0.67,0.84,1.0,1.0,0.94,0.82,0.8,0.54,0.68,0.27,0.56,0.0
74,10,0.9,0.71,1.0,1.0,0.25,0.85,0.1,0.5,0.8,0.62,0.99,0.53,0.64,0.17,0.0,0.0
75,8,0.0,0.97,0.42,1.0,0.67,0.71,0.53,0.35,0.34,0.0,0.16,0.23,0.4,0.42,1.0,0.42
76,1,0.38,0.94,0.04,0.63,0.0,0.2,0.41,0.0,0.84,0.19,1.0,0.6,0.77,0.98,0.32,1.0
77,7,0.72,1.0,0.38,0.88,0.02,0.57,0.0,0.19,0.51,0.0,1.0,0.2,0.55,0.34,0.12,0.07
78,4,0.26,0.79,0.69,1.0,0.92,0.85,0.56,0.56,0.9,0.42,1.0,0.15,0.51,0.0,0.0,0.02
79,4,0.08,0.77,0.47,1.0,1.0,0.96,0.71,0.66,1.0,0.46,0.99,0.13,0.46,0.0,0.0,0.13
80,3,0.31,0.73,0.55,1.0,0.55,0.53,0.33,0.14,0.0,0.0,0.3,0.11,0.65,0.01,1.0,0.01
81,5,0.46,1.0,0.21,0.85,0.0,0.6,0.24,0.42,0.68,0.44,1.0,0.49,0.76,0.25,0.58,0.0
82,2,0.41,0.69,0.76,1.0,0.73,0.81,0.57,0.39,0.46,0.0,0.0,0.1,0.5,0.09,1.0,0.1
83,7,0.32,1.0,0.12,0.76,0.0,0.48,0.01,0.21,0.39,0.0,1.0,0.09,0.64,0.21,0.18,0.03
84,6,0.16,0.9,0.09,0.61,0.5,0.35,0.23,0.0,0.05,0.35,0.0,0.81,0.48,0.97,1.0,1.0
85,6,0.21,0.88,0.0,0.57,0.88,0.58,0.88,0.18,0.15,0.0,0.08,0.42,0.12,0.83,1.0,1.0
86,8,0.0,1.0,0.54,0.98,0.91,0.85,0.71,0.52,0.62,0.17,0.74,0.0,1.0,0.32,0.42,0.37
87,1,0.47,0.93,0.01,0.67,0.0,0.16,0.53,0.0,1.0,0.32,0.95,0.81,0.42,1.0,0.07,0.62
88,1,0.38,0.51,0.08,0.66,0.0,0.19,0.42,0.0,0.87,0.26,1.0,0.71,0.61,1.0,0.16,0.84
89,10,0.95,0.92,0.5,1.0,0.21,0.77,0.74,0.87,1.0,0.86,0.69,0.56,0.37,0.26,0.0,0.0
90,6,0.18,0.88,0.02,0.54,0.4,0.25,0.02,0.0,0.0,0.3,0.2,0.7,0.45,1.0,1.0,0.93
91,7,0.39,1.0,0.23,0.82,0.0,0.52,0.01,0.21,0.48,0.0,1.0,0.16,0.7,0.42,0.06,0.55
92,5,0.22,1.0,0.01,0.66,0.0,0.33,0.5,0.32,1.0,0.36,0.82,0.63,0.77,0.3,0.71,0.0
93,8,0.03,0.96,0.53,1.0,0.81,0.68,0.83,0.28,0.72,0.0,1.0,0.34,0.51,0.41,0.0,0.43
94,2,0.0,0.65,0.38,0.79,0.62,1.0,0.72,0.86,0.77,0.65,0.79,0.43,0.83,0.21,1.0,0.0
95,1,0.19,0.81,0.0,0.41,0.12,0.0,0.54,0.01,0.88,0.29,1.0,0.71,0.72,1.0,0.31,0.91
96,2,0.0,0.6,0.38,0.8,0.8,1.0,1.0,0.92,0.8,0.69,0.65,0.46,0.55,0.23,0.55,0.0
97,10,0.4,0.72,0.16,0.5,0.96,0.69,0.7,1.0,0.0,0.73,0.65,0.57,1.0,0.47,0.94,0.0
98,7,1.0,1.0,0.63,0.78,0.28,0.53,0.0,0.27,0.04,0.0,0.6,0.01,0.78,0.22,0.24,0.21
99,3,0.33,0.58,0.19,0.9,0.78,1.0,0.91,0.62,0.51,0.28,0.0,0.02,0.37,0.01,1.0,0.0
100,1,0.14,0.91,0.09,0.52,0.28,0.1,0.74,0.0,1.0,0.38,0.86,0.81,0.43,1.0,0.0,0.8
101,4,0.2,0.85,0.62,1.0,0.71,0.72,0.45,0.52,0.98,0.47,1.0,0.17,0.53,0.0,0.0,0.0
102,1,0.09,1.0,0.0,0.66,0.2,0.25,0.61,0.0,1.0,0.21,0.93,0.64,0.54,0.91,0.09,0.76
103,9,0.42,0.83,0.6,0.53,0.89,0.11,0.13,0.0,0.0,0.33,0.77,0.57,1.0,0.92,0.18,1.0
104,1,0.04,0.63,0.12,0.15,0.52,0.0,0.92,0.15,1.0,0.63,0.72,1.0,0.28,0.97,0.0,0.62
105,4,0.38,0.94,0.9,1.0,0.94,0.79,0.59,0.57,0.68,0.33,1.0,0.12,0.54,0.0,0.0,0.01
106,1,0.22,0.55,0.1,0.6,0.0,0.18,0.46,0.0,0.89,0.28,1.0,0.7,0.68,1.0,0.29,0.69
107,1,0.27,1.0,0.0,0.58,0.12,0.05,0.62,0.0,1.0,0.39,0.97,0.91,0.48,0.97,0.18,0.53
108,6,0.43,0.94,0.15,0.66,0.52,0.38,0.2,0.0,0.05,0.35,0.0,0.83,0.42,1.0,1.0,0.98
109,5,0.0,0.87,0.37,1.0,0.19,0.7,0.05,0.42,0.88,0.49,1.0,0.58,0.84,0.28,0.88,0.0
110,7,0.73,0.98,0.35,1.0,0.0,0.59,0.0,0.13,0.71,0.08,1.0,0.45,0.29,0.41,0.09,0.0
111,1,0.15,0.73,0.0,0.34,0.3,0.0,0.81,0.01,1.0,0.38,0.87,0.78,0.44,1.0,0.16,0.68
112,7,0.85,1.0,0.3,0.84,0.05,0.54,0.0,0.22,0.48,0.0,1.0,0.21,0.66,0.47,0.0,0.37
113,9,0.0,0.88,0.24,0.68,0.76,0.33,0.43,0.0,0.29,0.32,0.84,0.66,1.0,1.0,0.08,0.89
114,10,0.5,0.97,0.72,0.68,1.0,1.0,0.42,0.86,0.93,0.72,0.89,0.48,0.7,0.07,0.0,0.0
115,5,0.42,1.0,0.09,0.79,0.0,0.46,0.48,0.31,1.0,0.46,0.89,0.52,0.46,0.3,0.19,0.0
116,6,0.07,1.0,0.0,0.56,0.51,0.37,0.39,0.0,0.09,0.15,0.05,0.62,0.42,0.92,1.0,0.96
117,7,1.0,0.77,0.92,1.0,0.49,0.76,0.18,0.48,0.0,0.15,0.38,0.0,0.75,0.23,0.29,0.27
118,3,0.44,0.66,0.67,1.0,0.8,0.62,0.47,0.25,0.05,0.0,0.0,0.03,0.5,0.04,1.0,0.07
119,10,0.37,1.0,0.48,0.57,0.74,0.97,0.27,0.97,0.8,0.68,1.0,0.26,0.49,0.0,0.0,0.22
120,9,1.0,0.89,0.4,0.83,0.63,0.4,0.84,0.0,0.0,0.07,0.53,0.53,0.8,1.0,0.03,0.78
121,6,0.45,0.93,0.0,0.6,0.75,0.69,0.89,0.29,0.19,0.0,0.15,0.43,0.26,0.93,1.0,1.0
122,1,0.45,1.0,0.1,0.67,0.07,0.16,0.56,0.0,1.0,0.31,0.91,0.79,0.38,0.95,0.0,0.61
123,1,0.13,0.68,0.15,0.3,0.42,0.0,0.86,0.19,1.0,0.56,0.84,0.9,0.33,1.0,0.0,0.73
124,1,0.49,0.83,0.08,0.57,0.0,0.17,0.51,0.0,0.93,0.28,1.0,0.7,0.61,1.0,0.08,0.86
125,5,0.16,1.0,0.0,0.78,0.05,0.54,0.41,0.32,0.93,0.39,1.0,0.48,0.91,0.24,0.89,0.0
126,8,0.22,0.93,0.0,0.95,0.5,0.97,1.0,1.0,0.67,0.81,0.43,0.56,0.28,0.28,0.3,0.0
127,4,0.52,0.91,0.72,1.0,0.87,0.7,0.57,0.43,1.0,0.45,0.9,0.15,0.43,0.0,0.0,0.12
128,10,0.96,1.0,0.52,0.95,0.48,0.76,0.96,0.98,1.0,0.85,0.71,0.54,0.39,0.25,0.0,0.0
129,3,0.29,0.73,0.56,1.0,0.68,0.71,0.45,0.38,0.11,0.12,0.0,0.08,0.5,0.06,1.0,0.0
130,6,0.14,0.94,0.04,0.63,0.43,0.36,0.36,0.0,0.1,0.27,0.0,0.72,0.47,0.92,1.0,1.0
131,10,0.53,0.87,0.32,0.47,0.98,0.64,0.69,1.0,0.58,0.69,1.0,0.61,0.71,0.03,0.0,0.0
132,1,0.68,1.0,0.24,0.83,0.0,0.41,0.13,0.0,0.6,0.03,0.99,0.3,1.0,0.71,0.55,0.89
133,7,1.0,0.98,0.6,1.0,0.29,0.73,0.1,0.41,0.06,0.06,0.46,0.0,0.46,0.27,0.0,0.3
134,1,1.0,0.7,0.58,1.0,0.1,0.75,0.0,0.24,0.48,0.0,1.0,0.19,0.97,0.68,0.45,0.81
135,7,0.84,1.0,0.59,0.99,0.16,0.72,0.0,0.42,0.2,0.12,1.0,0.0,0.94,0.22,0.04,0.27
136,7,1.0,1.0,0.53,0.81,0.25,0.54,0.11,0.25,0.38,0.0,0.99,0.08,0.65,0.29,0.0,0.25
137,2,0.0,0.42,0.3,0.56,0.59,0.72,0.86,0.94,1.0,1.0,0.8,0.68,0.62,0.35,0.53,0.0
138,5,0.67,1.0,0.3,0.9,0.0,0.57,0.41,0.4,1.0,0.53,0.98,0.67,0.66,0.34,0.4,0.0
139,1,0.73,0.85,0.31,0.65,0.0,0.0,0.52,0.09,1.0,0.57,0.82,1.0,0.81,0.78,0.38,0.25
140,1,0.28,0.82,0.0,0.39,0.3,0.0,0.8,0.05,1.0,0.54,0.7,0.99,0.22,1.0,0.07,0.5
141,7,0.86,1.0,0.48,0.79,0.13,0.52,0.0,0.22,0.45,0.0,1.0,0.16,0.76,0.4,0.06,0.35
142,3,0.4,0.79,0.61,1.0,0.78,0.72,0.46,0.41,0.0,0.16,0.01,0.05,0.61,0.01,1.0,0.0
143,10,1.0,0.88,0.69,1.0,0.2,0.84,0.7,0.86,0.93,0.71,0.7,0.44,0.38,0.19,0.0,0.0
144,6,0.3,0.98,0.16,0.6,0.53,0.28,0.46,0.0,0.13,0.29,0.0,0.68,0.27,0.95,1.0,1.0
145,4,0.02,0.78,0.46,0.99,1.0,1.0,0.77,0.76,0.94,0.38,0.94,0.0,0.41,0.03,0.0,0.28
146,2,0.0,0.42,0.34,0.57,0.64,0.79,0.95,1.0,1.0,0.85,0.81,0.57,0.62,0.28,0.45,0.0
147,5,0.19,1.0,0.04,0.77,0.0,0.51,0.46,0.36,1.0,0.47,0.96,0.49,0.87,0.23,0.77,0.0
148,3,0.03,0.66,0.16,1.0,0.27,0.69,0.14,0.32,0.0,0.0,0.33,0.05,0.67,0.1,1.0,0.11
149,5,0.47,1.0,0.4,0.82,0.18,0.49,0.0,0.19,0.53,0.2,0.92,0.34,0.94,0.35,1.0,0.0
150,2,0.29,0.38,0.61,0.6,0.92,0.83,1.0,1.0,0.73,0.76,0.49,0.5,0.25,0.25,0.0,0.0
151,2,0.0,0.63,0.41,0.77,0.79,0.94,1.0,1.0,0.85,0.74,0.75,0.48,0.71,0.22,0.82,0.0
152,2,0.0,0.52,0.52,0.83,0.97,1.0,0.91,0.55,0.84,0.1,0.21,0.0,0.21,0.07,1.0,0.07
153,7,0.65,1.0,0.24,0.84,0.0,0.48,0.09,0.1,0.61,0.0,1.0,0.24,0.58,0.47,0.02,0.46
154,2,0.88,0.8,0.12,0.8,1.0,1.0,1.0,0.91,0.65,0.68,0.29,0.46,0.06,0.23,0.0,0.0
155,10,0.13,0.8,0.53,0.71,1.0,1.0,0.23,0.99,0.0,0.71,0.81,0.74,0.74,0.4,0.47,0.0
156,9,0.0,0.79,0.51,0.59,1.0,0.29,0.51,0.0,0.22,0.26,0.51,0.6,0.73,0.94,0.09,1.0
157,5,0.72,1.0,0.38,0.84,0.13,0.63,0.0,0.4,0.4,0.28,0.88,0.31,1.0,0.22,0.84,0.0
158,8,0.0,1.0,0.67,1.0,0.86,0.72,0.56,0.37,0.34,0.0,0.06,0.33,0.32,0.45,1.0,0.46
159,4,0.37,0.84,0.69,1.0,0.96,0.87,0.55,0.61,0.88,0.38,1.0,0.09,0.51,0.0,0.0,0.03
160,2,0.0,1.0,0.73,0.97,0.95,0.8,1.0,0.64,0.95,0.48,0.82,0.31,0.64,0.15,0.23,0.0
161,10,0.0,0.59,0.77,0.74,1.0,1.0,0.17,0.93,0.07,0.71,0.82,0.68,0.45,0.35,0.2,0.0
162,8,0.02,0.85,0.31,1.0,0.76,0.74,0.62,0.37,0.47,0.0,1.0,0.08,0.68,0.3,0.0,0.41
163,5,0.13,1.0,0.0,0.76,0.28,0.53,0.94,0.56,1.0,0.76,0.93,0.66,0.94,0.33,0.91,0.0
164,4,0.21,0.75,0.4,1.0,0.85,0.94,0.67,0.63,1.0,0.43,0.95,0.11,0.47,0.0,0.0,0.13
165,1,0.48,1.0,0.15,0.83,0.0,0.39,0.23,0.01,0.71,0.0,1.0,0.34,0.86,0.77,0.44,0.98
166,8,0.24,1.0,1.0,0.99,0.93,0.78,0.64,0.48,0.39,0.17,0.19,0.0,0.0,0.31,0.72,0.38
167,6,0.45,0.85,0.93,1.0,1.0,0.98,0.48,0.88,0.07,0.62,0.48,0.48,0.48,0.18,0.0,0.0
168,9,0.54,0.93,0.0,0.88,0.54,0.46,0.7,0.0,0.05,0.09,0.54,0.52,1.0,0.96,0.07,1.0
169,4,0.46,0.83,0.87,1.0,1.0,0.79,0.75,0.54,0.9,0.36,1.0,0.13,0.49,0.0,0.0,0.12
170,7,0.84,1.0,0.46,0.98,0.13,0.6,0.0,0.19,0.53,0.0,1.0,0.32,0.33,0.36,0.1,0.04
171,6,0.26,0.74,0.19,0.49,0.64,0.21,0.2,0.0,0.01,0.25,0.0,0.64,0.45,0.87,1.0,1.0
172,2,0.39,0.62,0.78,0.88,0.79,1.0,0.57,0.64,0.38,0.3,0.0,0.0,0.34,0.04,1.0,0.0
173,6,0.14,1.0,0.01,0.54,0.51,0.47,0.36,0.0,0.0,0.14,0.06,0.71,0.42,0.93,1.0,0.97
174,2,0.0,0.65,0.43,0.76,0.93,0.96,1.0,1.0,0.71,0.75,0.48,0.5,0.26,0.25,0.05,0.0
175,2,0.0,0.7,0.53,0.88,0.64,1.0,0.62,0.78,0.7,0.57,0.83,0.36,1.0,0.14,0.98,0.0
176,2,0.0,0.67,0.16,0.8,0.64,1.0,0.85,0.99,0.85,0.74,0.89,0.49,0.95,0.24,1.0,0.0
177,10,0.88,0.99,0.45,0.82,0.78,0.75,0.9,1.0,1.0,0.68,0.93,0.36,0.59,0.09,0.0,0.0
178,5,0.3,1.0,0.16,0.84,0.0,0.51,0.28,0.26,0.8,0.33,1.0,0.65,0.79,0.34,0.68,0.0
179,6,0.24,1.0,0.14,0.55,0.72,0.52,0.54,0.0,0.08,0.02,0.0,0.58,0.35,0.95,1.0,0.99
180,8,0.0,0.78,0.18,0.96,0.59,0.95,1.0,1.0,0.86,0.82,0.66,0.56,0.52,0.29,0.47,0.0
181,8,0.0,0.91,0.46,1.0,0.85,0.8,0.91,0.4,0.88,0.0,0.99,0.22,1.0,0.52,0.5,0.49
182,8,0.21,0.92,0.85,1.0,0.9,0.67,0.67,0.34,0.49,0.0,0.0,0.26,0.27,0.43,1.0,0.42
183,1,0.31,0.95,0.05,0.61,0.0,0.23,0.32,0.0,0.77,0.18,1.0,0.51,0.82,0.85,0.37,1.0
184,4,0.19,0.73,0.54,0.91,1.0,1.0,0.99,0.78,0.86,0.52,0.78,0.26,0.43,0.08,0.0,0.0
185,7,0.98,1.0,0.52,0.77,0.18,0.52,0.0,0.25,0.25,0.0,1.0,0.05,0.97,0.29,0.23,0.22
186,10,0.79,0.74,0.21,0.67,0.15,0.92,0.71,1.0,1.0,0.75,0.73,0.45,0.36,0.18,0.0,0.0
187,7,1.0,1.0,0.59,0.79,0.26,0.54,0.02,0.28,0.01,0.0,0.58,0.0,0.58,0.21,0.0,0.19
188,10,0.19,0.86,0.35,0.72,0.95,0.94,0.0,1.0,0.6,0.78,1.0,0.52,0.67,0.26,0.26,0.0
189,1,0.16,0.59,0.0,0.31,0.31,0.0,0.78,0.15,1.0,0.55,0.87,0.98,0.4,1.0,0.06,0.67
190,10,0.83,0.86,0.44,1.0,0.0,0.74,0.58,0.67,1.0,0.94,0.89,0.63,0.77,0.31,0.75,0.0
191,8,0.0,0.97,0.43,1.0,0.58,0.62,0.41,0.17,0.26,0.0,0.08,0.36,0.54,0.34,1.0,0.33
192,2,0.0,0.7,0.63,0.8,0.9,1.0,1.0,0.89,1.0,0.67,0.92,0.44,0.84,0.22,0.71,0.0
193,1,0.3,1.0,0.04,0.67,0.0,0.24,0.3,0.0,0.66,0.11,0.95,0.41,1.0,0.82,0.64,0.93
194,6,1.0,0.96,0.71,1.0,0.42,0.79,0.49,0.56,0.91,0.51,0.82,0.16,0.42,0.0,0.0,0.01
195,1,0.47,1.0,0.19,0.67,0.0,0.3,0.2,0.0,0.68,0.05,1.0,0.33,0.91,0.72,0.5,0.88
196,6,1.0,1.0,0.64,0.98,0.26,0.85,0.36,0.63,0.76,0.58,0.75,0.24,0.42,0.01,0.0,0.0
197,2,0.29,0.47,0.59,0.71,1.0,1.0,0.9,0.81,0.74,0.5,0.66,0.18,0.0,0.0,0.99,0.07
198,10,0.89,0.87,0.38,1.0,0.17,0.78,0.8,0.77,1.0,0.76,0.92,0.34,0.61,0.0,0.0,0.04
199,5,0.67,1.0,0.36,0.82,0.0,0.6,0.05,0.37,0.66,0.38,1.0,0.5,0.73,0.25,0.56,0.0
200,5,0.53,1.0,0.23,0.77,0.0,0.57,0.74,0.66,1.0,0.79,0.7,0.85,0.44,0.42,0.16,0.0
201,5,0.27,1.0,0.0,0.74,0.4,0.54,1.0,0.59,0.84,0.91,0.57,0.64,0.43,0.32,0.33,0.0
202,6,0.02,0.8,0.36,0.5,0.54,0.12,0.09,0.0,0.0,0.41,0.05,0.78,0.49,0.95,1.0,1.0
203,3,0.48,0.95,0.94,1.0,1.0,0.73,0.75,0.47,0.41,0.25,0.0,0.05,0.41,0.01,0.94,0.0
204,7,1.0,1.0,0.68,0.96,0.38,0.7,0.14,0.44,0.0,0.14,0.36,0.0,0.51,0.23,0.03,0.28
